FNFNUM,CHEM,PPCO
21,BETA-SITOSTEROL-GLYCOSIDE,RT
21,BETAINE,RT
21,CALCIUM,RT
21,COPPER,RT
21,ECDYSTERONE,RT
21,GABA,RT
21,INOKOSTERONE,RT
21,IRON,RT
21,MAGNESIUM,RT
21,MANGANESE,RT
21,OLEANOLIC-ACID,FR
21,PONASTEROSIDE-A,RT
21,POTASIUM-SUCCINATE,RT
21,POTASSIUM,RT
21,POTASSIUM-OXALATE,RT
21,SODIUM,RT
21,STIGMASTEROL,RT
21,STIGMASTEROL-GLYCOSIDE,RT
21,ZINC,RT
22,ACOLONGIFLOROSIDE,WD
22,ACOLONGIFLOROSIDE-G,SD
22,ACOLONGIFLOROSIDE-H,SD
22,ACOLONGIFLOROSIDE-H-ACETATE,SD
22,ACOSCHIMPEROXIDES,WD
22,ACOVENOSIDE-A,SD
22,OUABAIN,SD
22,OUABAIN,WD
23,14-O-ACETYLTALATIZAMINE,RT
23,ACONITINE,RT
23,ALKALOIDS,RT
23,ARSENIC,TU
23,ATISINE,RT
23,CALCIUM,TU
23,CARMICHAELINE,PL
23,COPPER,TU
23,FUZILINE,RT
23,HOKBUSINE,PL
23,HOKBUSINE-B,PL
23,HYGENAMINE,RT
23,HYPACONITINE,RT
23,HYPOGNAVINE,RT
23,IGNAVINE,RT
23,IRON,TU
23,ISOTALATIZIDINE,RT
23,JESACONITINE,RT
23,KARACOLINE,RT
23,KOBUSINE,RT
23,MAGNESIUM,TU
23,MANGANESE,TU
23,MESACONITINE,RT
23,NAPELLINE,RT
23,NEOLINE,RT
23,POTASSIUM,TU
23,SENBUSINE-A,RT
23,SENBUSINE-B,RT
23,SENBUSINE-C,RT
23,SODIUM,TU
23,SONGORINE,RT
23,TALITAZAMINE,RT
23,ZINC,TU
24,ACONINE,RT
24,ACONITIC-ACID,LF
24,ACONITINE,RT
24,ALKALOIDS,LF
24,ALKALOIDS,RT
24,BENZACONINE,RT
24,CAFFEIC-ACID,PL
24,CHLOROGENIC-ACID,PL
24,CITRIC-ACID,PL
24,EPHEDRINE,RT
24,FRUCTOSE,PL
24,HOMOISOACONITINE,LF
24,HYPACONITINE,RT
24,ISOCITRIC-ACID,PL
24,ISONAPELLINE,PL
24,ITACONITIC-ACID,PL
24,LUCICULINE,PL
24,MALIC-ACID,PL
24,MALTOSE,PL
24,MANNITOL,PL
24,MELLOBIOSE,PL
24,MESACONITINE,RT
24,NAPELLINE,RT
24,NAPELLONINE,SH
24,NEOLINE,RT
24,NEOPELLINE,RT
24,OXALIC-ACID,PL
24,PICRANOTINE,PL
24,PICROACONITINE,LF
24,PSEUDACONITINE,PL
24,PYRRILIDONCARBONIC-ACID,PL
24,QUINIC-ACID,PL
24,STARCH,RT
24,SUCCINIC-ACID,PL
25,(+)-CALAMUSENONE,PL
25,"1,8-CINEOLE",RH
25,"2,4,5-TRIMETHOXYBENZALDEHYDE",PL
25,"2,5-DIMETHOXYQUINONE",RH
25,"2,6-DIEPISHYOBUNONE",RH
25,ACETEUGENOL,RH
25,ACOLAMONE,PL
25,ACORADIN,RH
25,ACORAGERMACRONE,PL
25,ACORAMONE,RH
25,ACORENOL,PL
25,ACORENONE,RH
25,ACORIC-ACID,PL
25,ACORIN,PL
25,ACORINE,PL
25,ACORONE,PL
25,ACOROXIDE,RH
25,ALPHA-ASARONE,RH
25,ALPHA-HUMULENE,PL
25,ALPHA-PINENE,RH
25,ALPHA-TERPINENE,PL
25,ALPHA-TERPINEOL,RH
25,ALPHA-YLANGENE,RH
25,ANEURINE,PL
25,AR-CURCUMENE,PL
25,ARISTOLENE,RH
25,ARSENIC,RH
25,ASARALDEHYDE,PL
25,ASARONALDEHYDE,RH
25,ASARYLALDEHYDE,RH
25,ASCORBIC-ACID,PL
25,AZULENE,RH
25,BETA-ASARONE,RH
25,BETA-ELEMENE,RH
25,BETA-PINENE,RH
25,BUTYRIC-ACID,PL
25,"CADALO-1,4,9-TRIENE",RH
25,CALACOLENE,RH
25,CALACONE,PL
25,CALAMENE,RH
25,CALAMENENE,RH
25,CALAMENOL,RH
25,CALAMENONE,PL
25,CALAMEONE,RH
25,CALAMOL,RH
25,CALARENE,PL
25,CALCIUM,RH
25,CARYOPHYLLINE,RH
25,CHOLINE,RH
25,CIS-ISOELEMICIN,RH
25,COPPER,RH
25,CRYPTOACORONE,PL
25,DELTA-CADINENE,RH
25,DELTA-CARENE,RH
25,DELTA-GUAZULENE,PL
25,DEXTRIN,RH
25,DEXTROSE,RH
25,DIMETHYL-AMINE,PL
25,ELEMICIN,RH
25,ENANTHYLIC-ACID,PL
25,EO,RH
25,EPISHYOBUNONE,RH
25,EPOXYISOACORAGERMACRONE,RH
25,ETHANOL,RH
25,EUGENOL,RH
25,FURFURAL,RH
25,GALANGIN,RH
25,GAMMA-ASARONE,PL
25,GAMMA-TERPINENE,PL
25,GUAIENE,RH
25,IRON,RH
25,ISOACOLAMONE,RH
25,ISOACORONE,RH
25,ISOCAESPITOL,PL
25,ISOCALAMINEDIOL,PL
25,ISOCALAMUSENONE,PL
25,ISOEUGENOL,RH
25,ISOSHYOBUNONE,RH
25,LINALOL,RH
25,MAGNESIUM,RH
25,MANGANESE,RH
25,METHYL-AMINE,RH
25,METHYL-CHAVICOL,PL
25,METHYL-EUGENOL,RH
25,METHYL-ISOEUGENOL,RH
25,MUCILAGE,PL
25,MYRCENE,PL
25,N-HEPTYLIC-ACID,RH
25,OCIMENE,PL
25,OXALIC-ACID,PL
25,P-CYMENE,RH
25,PALMITIC-ACID,PL
25,PARASARONE,RH
25,PHENOL,PL
25,POTASSIUM,RH
25,PREISOCALAMENDIOL,RH
25,RESIN,PL
25,SABINENE,RH
25,SAPONIN,PL
25,SEKISHONE,RH
25,"SELINA-3,7(11)-DIENE",EO
25,SELINENE,PL
25,SHYOBUNONE,RH
25,SITOSTEROL,PL
25,SODIUM,RH
25,TANNIN,PL
25,TERPINEN-4-OL,RH
25,TERPINIC-ALCOHOL,PL
25,TERPINOLENE,RH
25,TRANS-ANETHOLE,PL
25,TRANS-ISOELEMICINE,RH
25,TRANS-ISOEUGENOL-METHYL-ETHER,PL
25,TRIMETHYLAMINE,PL
25,ZINC,RH
26,PROTOANEMONIN,PL
27,PROTOANEMONIN,PL
27,RANUNCULIN,PL
28,PROTOANEMONIN,FR
28,TRANS-ACONITIC-ACID,FR
29,ACTINIDIN,FR
29,ACTINIDINE,FR
29,AFZELICHIN,PL
29,ASCORBIC-ACID,FR
29,ASH,FR
29,BETA-CAROTENE,FR
29,BETA-SITOSTEROL,PL
29,CALCIUM,FR
29,CARBOHYDRATES,FR
29,CAROTENOIDS,FR
29,CHROMIUM,FR
29,CRYPTOXANTHIN,FR
29,CYANIDIN,PL
29,DELPHINIDIN,PL
29,FAT,FR
29,FIBER,FR
29,FOLACIN,FR
29,GLUCOSE,FR
29,IRON,FR
29,KILOCALORIES,FR
29,LEVULOSE,FR
29,LUTEIN,FR
29,MAGNESIUM,FR
29,NEOCHROME,FR
29,NEOXANTHIN,FR
29,NIACIN,FR
29,P-COUMARIC-ACID,PL
29,PECTIN,FR
29,PHOSPHORUS,FR
29,POTASSIUM,FR
29,PROTEIN,FR
29,QUERCETIN,PL
29,QUINIC-ACID,FR
29,RIBOFLAVIN,FR
29,SODIUM,FR
29,SUCCINIC-ACID,PL
29,TANNIN,FR
29,THIAMIN,FR
29,TOCOPHEROL,FR
29,VIOLAXANTHIN,FR
29,WATER,FR
29,ZEAXANTHIN,FR
30,5-HYDROXYMATATABIDIETHER,LF
30,7-HYDROXYMATATABIDIETHER,LF
30,ACTINIDINE,TW
30,ACTINIDIOLIDE,LF
30,ACTINIDOL,LF
30,ALLO-MATATABIOL,LF
30,DEHYDROIRIDODIAL-BETA-D-GENTIOBIOSIDE,PL
30,DIHYDROACTINIDIOLIDE,LF
30,DIHYDRONEPETALACTONE,LF
30,IRIDIALO-BETA-D-GENTIOBIOSIDE,PL
30,IRIDODIOLS,LF
30,IRIDOMYRMECIN,LF
30,ISODIHYDRONEPETALACTONE,LF
30,ISOIRIDOMYRMECIN,LF
30,MATATABIC-ACID,FR
30,MATATABIDIETHER,LF
30,MATATABIETHER,LF
30,METABIETHER,PL
30,METATABILACETONE,TW
30,NEOMATATABIOL,LF
30,NEONEPETALACTONE,LF
31,1-CAFFEYLGALACTOSE-6-SULFATE,LF
31,1-CAFFEYLGLUCOSE-3-SULFATE,LF
31,1-P-COUMARYLGLUCOSE-2-SULFATE,LF
31,1-P-COUMARYLGLUCOSE-6-SULFATE,LF
31,21-BETA-HYDROXY-29NOR-22-HOPANONE,PL
31,21-HYDROXYADIANTONE,PL
31,"3-ALPHA,4-ALPHA-EPOXYFILICANE",LF
31,"7,9-(11)-FERNADIENE",LF
31,7-FERNENE,LF
31,ADIANTONE,PL
31,ADIANTOXIDE,PL
31,ASTRAGALIN,LF
31,HYDROXYCINNAMIC-ACID,LF
31,ISOQUERCETIN,LF
31,"KAEMPFEROL-3,7-DIGLUCOSIDE",PL
31,KAEMPFEROL-3-SULFATE,LF
31,MUCILAGE,PL
31,QUINIC-ACID,PL
31,RUTIN,LF
31,SHIKIMIC-ACID,PL
31,SUGAR,PL
31,TANNIN,PL
32,7-FERNENE,LF
32,ADIANTONE,LF
32,ADIPEDATOL,LF
32,"FERNA-7,9(11)-DIENE",PL
32,FERNENE,LF
32,FILICENAL,PL
32,FILICENE,LF
32,ISOFERNENE,LF
32,"NEOHOPA-11,13(18)-DIENE",PL
32,NEOHOPENE,PL
33,16-HYDROXYSTROPHANTHIDINE,LF
33,16-HYDROXYSTROPHANTHIDINE,PL
33,3-ACETYLSTROPHADOGENIN,PL
33,3-EPI-PERIPLOGENIN,PL
33,ACETYLADONITOXIN,PL
33,ACONITIC-ACID,PL
33,ADONIDIC-ACID,PL
33,ADONIDINE,PL
33,ADONIDOSIDE,PL
33,ADONITIC-ACID,PL
33,ADONITOL,PL
33,ADONITOXIGENIN,PL
33,ADONITOXIGENIN-2-ACETYL-RHAMNOSIDE,PL
33,ADONITOXIGENIN-3-(O-ALPHA-L{2'O-ACETYL}-RHAMNOSIDO)-BETA-D...,PL
33,ADONITOXIGENIN-3-(O-ALPHA-L{3'O-ACETYL}-RHAMNOSIDO)-BETA-D...,PL
33,ADONITOXIGENIN-3-O-ALPHA-L-RHAMNOSIDO-BETA-D-GLUCOSIDE,PL
33,ADONITOXIN,LF
33,ADONITOXIN,PL
33,ADONITOXOL,PL
33,ADONIVERNIDASE,PL
33,ADONIVERNITH,PL
33,ADONIVERNOSIDE,PL
33,BERBERINE,PL
33,BETA-ACETYLADONITOXIN,LF
33,BETA-D-DIGINOSIDE,PL
33,CAFFEIC-ACID,PL
33,CHLOROGENIC-ACID,PL
33,CHOLINE,PL
33,CITRIC-ACID,PL
33,CYMARIN,LF
33,DEXTRIN,PL
33,K-STROPHANTHIDIN,PL
33,K-STROPHANTHIN,LF
33,K-STROPHANTHIN,PL
33,L-ASPARAGINE,PL
33,L-RHAMNOSE,PL
33,LINOLEIC-ACID,PL
33,LINOLEON,PL
33,LUTEOLINXYLOSIDE,PL
33,ORIENTIN-2'-O-BETA-D-XYLOPYRANOSIDE,PL
33,PALMITIC-ACID,PL
33,PENTATRIACONTANE,PL
33,PENTOSANS,PL
33,PHYTOSTEROLS,PL
33,PROTEIN,PL
33,QUERCITRIN,PL
33,STROPHADOGENIN,PL
33,STROPHANTHIDIN-DIGITALOSIDE,PL
33,THYMINE,PL
33,VERNADIGIN,PL
33,VERNADIN,RT
34,16-DESOXY-BARRINGTOGENOL,SD
34,"3',4',7-TRIMETHYL-ETHER",PL
34,"3,5-DIHYDROXY-3',4'7-TRIMETHOXYFLAVONE",PL
34,ACETIC-ACID,SD
34,ADENINE,FL
34,ADENOSINE,FL
34,ALLANTOIN,BK
34,ALPHA-METHYL-BETA-HYDROXYBUTYRIC-ACID,SD
34,ANGELIC-ACID,SD
34,ASH,SD
34,ASTRAGALIN,FL
34,BARRINGTOGENOL-C,SD
34,BARRINGTOGENOL-D,SD
34,CARBOHYDRATES,SD
34,CHOLINE,FL
34,CITRIC-ACID,BK
34,CRYPTOAESCIGENIN,SD
34,CRYPTOAESCIN,SD
34,ESCIN,BK
34,ESCIN,SD
34,ESCULETIN,BK
34,ESCULIN,BK
34,FAT,SD
34,FRAXETIN,BK
34,FRAXIN,BK
34,GLUCURONIC-ACID,SD
34,GUANINE,FL
34,ISOQUERCITRIN,FL
34,KAEMPFEROL-3-0-GLUCOSIDE,FL
34,KAEMPFEROL-3-ARABINOSIDE,FL
34,KAEMPFEROL-3-RHAMNOGLUCOSIDE,FL
34,LEUCOCYANIDIN,BK
34,LEUCODELPHINIDIN,BK
34,MYRICETIN,PL
34,PLASTOQUINONE-8,PL
34,PROTEIN,SD
34,PROTOAESCIGENIN,SD
34,QUERCETIN,BK
34,QUERCITRIN,BK
34,RUTIN,FL
34,SAPONIN,SD
34,SCOPOLETIN,BK
34,SCOPOLIN,BK
34,STARCH,SD
34,TANNIN,FL
34,TIGLIC-ACID,SD
34,URIC-ACID,PL
34,WATER,SD
35,ACETYLENES,PL
35,AETHUSIIN,PL
35,AETHUSINOLS,PL
35,ALKALOIDS,PL
35,CYNOPINE,PL
35,EO,PL
36,1-OCTEN-3-OL,PL
36,3-OCTANOL,PL
36,ALPHA-PINENE,PL
36,BETA-PINENE,PL
36,CIS-OCIMENE,PL
36,EO,PL
36,GERMACRENE-D,PL
36,MYRCENE,PL
36,TRANS-OCIMENE,PL
37,(+)-LIMONENE,LF
37,(+)-MENTHONE,LF
37,(+)-PULEGONE,LF
37,2-EPI-P-MENTHANE-8-THIOL-1-ONE,PL
37,4-TERPINEOL,LF
37,8-ACETYLTHIO-P-MENTHAN-3-ONE,EO
37,8-MERCAPTO-P-MENTHA-3-ONE,LF
37,ALPHA-PINENE,LF
37,ALPHA-TERPINENE,LF
37,ALUMINUM,LF
37,ASCORBIC-ACID,LF
37,ASH,LF
37,BAROSMA-CAMPHOR,LF
37,CALCIUM,LF
37,CHROMIUM,LF
37,COBALT,LF
37,DIOSMIN,LF
37,DIOSPHENOL,LF
37,DIPENTENE,EO
37,DL-PIPERITONEPOXIDE,LF
37,EO,LF
37,GAMMA-TERPINENE,LF
37,HESPERIDIN,LF
37,IRON,LF
37,L-MENTHONE,EO
37,MAGNESIUM,LF
37,MANGANESE,LF
37,MUCILAGE,LF
37,MYRCENE,LF
37,NIACIN,LF
37,P-CYMOL,EO
37,P-MENTHANE-8-THIOL-1-ONE,PL
37,PHOSPHORUS,LF
37,POTASSIUM,LF
37,PROTEIN,LF
37,QUERCETIN,PL
37,"QUERCETRIN-3,7-GLUCOSIDE",EO
37,RESIN,LF
37,RIBOFLAVIN,LF
37,RUTIN,EO
37,SELENIUM,LF
37,SILICON,LF
37,SODIUM,LF
37,THIAMIN,LF
37,TIN,LF
37,ZINC,LF
38,AGAVASAPONINS,PL
38,AGAVOSE,PL
38,AGAVOSIDES,PL
38,ASH,PL
38,CARBOHYDRATES,PL
38,CHLOROGENIN,FL
38,D-GLUCURONIC-ACID,RE
38,"DELTA-9,11-DEHYDROHECOGENIN",PL
38,FAT,PL
38,FIBER,PL
38,GALACTOSE,PL
38,GLUCOSE,PL
38,HECOGENIN,PL
38,KAEMPFEROL-3-0-GLUCOSIDE,PL
38,KAEMPFEROL-3-RUTINOOSIDE,PL
38,L-ARABINOSE,RE
38,OXALIC-ACID,PL
38,PISCIDIC-ACID,PL
38,PROTEIN,PL
38,RHAMNOSE,PL
38,ROCOGENIN,PL
38,SAPONIN,PL
38,SMILAGENIN,PL
38,TIGOGENIN,PL
38,XYLOSE,PL
39,BARBOURGENIN,PL
39,"DELTA-9,11-HECOGENIN",PL
39,DIOSGENIN,PL
39,GENTROGENIN,PL
39,GITOGENIN,PL
39,HAINANGENIN,PL
39,HECOGENIN,PL
39,NEOTIGOGENIN,PL
39,PECTIN,PL
39,SARSAPOGENIN,PL
39,SISALAGENIN,PL
39,TIGOGENIN,PL
39,YAMOGENIN,PL
40,AGRIMONOLIDE,PL
40,ALPHA-AMYRIN,PL
40,APIGENIN-GLUCOSIDE,PL
40,CATECHIN-TANNIN,LF
40,CERYL-ALCOHOL,PL
40,COUMARINS,PL
40,ELLAGIN-TANNIN,LF
40,FAT,SD
40,GALLO-TANNIN,RT
40,LUTEOLIN-GLUCOSIDE,PL
40,PALMITIC-ACID,PL
40,QUERCETIN-GLUCOSIDE,PL
40,QUERCITRIN,LF
40,SILICIC-ACID,EX
40,STEARIC-ACID,PL
40,TANNIN,LF
40,THIAMIN,LF
40,TRITERPENES,PL
40,URSOLIC-ACID,PL
41,"2,4-DIHYDROXY-6-METHYL-PHENYLALANINE",SD
41,AGROSTEMMIC-ACID,PL
41,ALLANTOIC-ACID,SP
41,ALLANTOIN,SP
41,CITRULLIN,SD
41,FAT,SD
41,GITHAGENIN,PL
41,GITHAGIN,PL
41,GITHAGOSIDE,PL
41,PROTEIN,SD
41,SAPOTOXIN,PL
42,"1-(1',2'-DIHYDROXYETHYL)-4-METHOXY-BETA-CARBOLINE",RB
42,1-(2'-HYDROXYETHYL)-4-METHOXY-BETA-CARBOLINE,RB
42,1-ACETYL-4-METHOXY-BETA-CARBOLINE,RB
42,1-HYDROXYCANTHIN-6-ONE,TC
42,1-METHOXYCANTHIN-6-ONE,WD
42,1-METHOXYCANTHIN-6-ONE-3N-OXIDE,RB
42,"2,6-DIMETHOXY-P-BENZOQUINONE",BK
42,"2,6-DIMETHOXYQUINONE",PL
42,ACETYLAMAROLIDE,BK
42,AILANTHIIN,PL
42,AILANTHINONE,BK
42,AILANTHONE,FR
42,AMAROLIDE,BK
42,BETA-SITOSTEROL,PL
42,CALCIUM-OXALATE,PL
42,CANTHIN-6-ONE,WD
42,CANTHIN-6-ONE-3-OXIDE,WD
42,CARBOLINE-1-CARBOXYLATE,BK
42,CELLULOSE,BK
42,CERYL-ALCOHOL,PL
42,CERYL-PALMITATE,BK
42,ELAIDIC-ACID,PL
42,FAT,SD
42,FISETIN,PL
42,GALLIC-ACID,PL
42,HEMICELLULOSE,PL
42,HOLOCELLULOSE,PL
42,ISOQUERCETIN,LF
42,ISOQUERCITRIN,LF
42,LIGNIN,PL
42,LINUTHIN,LF
42,METHYL-4-METHOXY-BETA-CARBOLINE-1-CARBOXYLATE,RB
42,MUCILAGE,PL
42,NEOQUASSIN,PL
42,OLEORESIN,PL
42,PHLOBAPHENE,BK
42,POLYSACCHARIDE,BK
42,PROTEIN,SD
42,QUASSIIN,BK
42,QUASSIN,PL
42,QUERCETIN,LF
42,RHAMNOSE,PL
42,SAPONIN,BK
42,SCOPOLETIN,PL
42,SHINJULACTONE-C,RB
42,TANNIN,LF
43,24-NORCYASTERONE,PL
43,29-NORSENGOSTERONE,PL
43,AJUGALACTONE,PL
43,AJUGAREPTANSONE,PL
43,AJUGASTERONE,PL
43,AJUGOL,PL
43,AJUGOSIDE,PL
43,ASPERULIN,PL
43,AUCUBIN,PL
43,BETA-ECDYSONE,PL
43,CYANIDIN,PL
43,CYASTERONE,PL
43,DELPHINIDIN,PL
43,HARPAGIDE,PL
43,HARPAGIDE-ACETATE,PL
43,POLYPODINE-B,PL
43,REPTIOSIDE,PL
43,TANNIN,PL
44,3-O-ACETYLOLEANOLIC-ACID,PL
44,ACETIC-ACID,SD
44,AKEBIN,ST
44,AKEBOSIDES,ST
44,ARABINOSE,ST
44,CALCIUM,ST
44,COPPER,ST
44,FAT,SD
44,GLUCOSE,ST
44,HEDERAGENIN,ST
44,IRON,ST
44,LINOLEIC-ACID,SD
44,MAGNESIUM,ST
44,MANGANESE,ST
44,NORARJUNOLIC-ACID,PL
44,OLEANOLIC-ACID,ST
44,OLEIC-ACID,SD
44,PALMITIC-ACID,SD
44,POTASSIUM,ST
44,PROTEIN,SD
44,RHAMNOSE,ST
44,SAPONIN,PL
44,SODIUM,ST
44,STEARIC-ACID,SD
44,ZINC,ST
45,"3',4',7-TRIHYDROXYFLAVONE",BK
45,ACACIC-ACID,PL
45,ALBISIDE,PL
45,ALBIZZIIN,SD
45,ALPHA-SPINASTERYL-BETA-D-GLUCOSIDE,BK
45,ARSENIC,BK
45,CALCIUM,BK
45,COPPER,BK
45,FAT,SD
45,IRON,BK
45,MAGNESIUM,BK
45,MANGANESE,BK
45,MERCURY,BK
45,POTASSIUM,BK
45,PROTEIN,SD
45,S-(BETA-CARBOXY-ETHYL)-L-CYSTEINE,SD
45,SAPONIN,BK
45,SODIUM,BK
45,TANNIN,BK
45,ZINC,BK
46,ALCHORNEINE,PL
46,ALCHORNEINONE,PL
46,ALKALOIDS,RT
46,ANTHRANILIC-ACID,PL
46,GENTISINIC-ACID,PL
46,ISOALCHORNEINE,PL
46,YOHIMBINE,PL
47,ALKALOIDS,RT
47,DIOSGENIN,RT
47,SAPONIN,RT
48,12-O-PALMITOYL-13-O-ACETYL-16-HYDROXYPHORBOL,FR
48,12-O-PALMITOYL-16-HYDROXYPHORBOL-13-ACETATE,PL
48,"12-O-PALMITOYL-4,16-DIHYDROXYPHORBOL-13-ACETATE",PL
48,12-O-PALMITOYL-4-DEOXY-16-HYDROXYLUMIPHORBOL-13-ACETATE,PL
48,12-O-PALMITOYL-4-DEOXY-16-HYDROXYPHORBOL-13-ACETATE,PL
48,13-ACETYL-16-HYDROXYPHORBOL,PL
48,16-HYDROXYPHORBOL,PL
48,"3,3',4-TRI-O-METHYL-ELLAGIC-ACID",PE
48,"3,3'-DI-O-METHYL-ELLAGIC-ACID",PE
48,ALPHA-ELAEOSTEARIC-ACID,SD
48,BETA-SITOSTEROL,PL
48,CAMPESTEROL,PL
48,CAMPESTEROL-6'-LINOLYLGLUCOSIDE,SD
48,CAMPESTEROL-6'-PALMITYLGLUCOSIDE,SD
48,CAMPESTEROL-6'-STEARYLGLUCOSIDE,SD
48,ELLAGIC-ACID,PE
48,FAT,FR
48,FAT,SD
48,"L-3-CARBOXYL-1,2,3,4-TETRAHYDRO-BETA-CARBOLINE",SD
48,METHYL-GALLATE,PE
48,OLEIC-ACID,SD
48,PALMITIC-ACID,SD
48,PHYTOSTEROLS,SD
48,SAPONIN,SD
48,SITOSTEROL-6'-LINOLYLGLUCOSIDE,SD
48,SITOSTEROL-6'-STEARYLGLUCOSIDE,SD
48,STEARIC-ACID,SD
48,STIGMASTEROL,PL
48,STIGMASTEROL-6'-LINOLYLGLUCOSIDE,SD
48,STIGMASTEROL-6'-PALMITYLGLUCOSIDE,SD
48,STIGMASTEROL-6'-STEARYLGLUCOSIDE,SD
49,ASCORBIC-ACID,SD
49,ASH,SD
49,BETA-CAROTENE,SD
49,CALCIUM,SD
49,CARBOHYDRATES,SD
49,FAT,SD
49,IRON,SD
49,KILOCALORIES,SD
49,LINOLEIC-ACID,SD
49,LINOLENIC-ACID,SD
49,OLEIC-ACID,SD
49,PHOSPHORUS,SD
49,PROTEIN,SD
49,TANNIN,BK
49,THIAMIN,SD
49,WATER,SD
50,16-BETA-HYDROXYALISOL-B-MONOACETATE,RH
50,16-BETA-METHOXYALISOL-B-MONOACETATE,RH
50,ACETYLALISOLS,PL
50,ACETYLVALINE,RH
50,ADENOSINE-5'-PHOSPHOSULFATE-SULFOTRANSFERASE,PL
50,ALISMOL,PL
50,ALISMOXIDE,PL
50,ALISOL-A,RH
50,ALISOL-A-MONOACETATE,PL
50,ALISOL-B,RH
50,ALISOL-B-MONOACETATE,PL
50,ALISOL-C,RH
50,ALISOL-C-MONOACETATE,PL
50,ARABINOSE,PL
50,ARSENIC,RH
50,ASPARAGINE,PL
50,BETA-SITOSTEROL,RH
50,CALCIUM,RH
50,CHOLINE,RH
50,CHRYSOERIOL,PL
50,COPPER,RH
50,CYTIDINE,PL
50,D-FRUCTOSE,RH
50,D-GLUCOSE,RH
50,EPIALISOL-A,RH
50,FAT,RH
50,FURFURALDEHYDE,PL
50,GALACTOSE,PL
50,GUANIDINE,PL
50,IRON,RH
50,LECITHIN,RH
50,LIGNIN,PL
50,LUTEOLIN,PL
50,MAGNESIUM,RH
50,MANGANESE,RH
50,MERCURY,RH
50,NICOTINIC-ACID,PL
50,OLEIC-ACID,PL
50,PALMITIC-ACID,PL
50,PANTOTHENIC-ACID,PL
50,PHENOL,PL
50,POTASSIUM,RH
50,PROANTHOCYANIDIN,PL
50,PROTEIN,SD
50,PYRIDOXINE,PL
50,RAFFINOSE,PL
50,RUTIN,LF
50,SITOSTEROL-3-O-6-STEAROYL-BETA-D-GLUCOPYRANOSIDE,PL
50,SODIUM,RH
50,STACHYOSE,PL
50,STEARIC-ACID,PL
50,SUCROSE,RH
50,TANNIN,PL
50,VALINE,RH
50,ZINC,RH
51,"1-CYANO-2,3-EPITHIOPROPANE",PL
51,2-BUTYL-GLUCOSINOLATE,PL
51,ALLIAROSIDE,LF
51,ALLYL-GLUCOSINOLATE,PL
51,ALLYL-ISOTHIOCYANATE,PL
51,ALLYL-SULFIDE,PL
51,ALPHA-LINOLEIC-ACID,PL
51,ALPHA-LINOLENIC-ACID,PL
51,ARACHIDIC-ACID,SD
51,ASCORBIC-ACID,PL
51,BENZYL-GLUCOSINOLATE,PL
51,BENZYL-ISOTHIOCYANATE,EO
51,BETA-LINOLENIC-ACID,PL
51,BUT-3-ENYL-ISOTHIOCYANATE,PL
51,CARDEONLIDES,SD
51,CAROTENE,PL
51,DIALLYL-SULFIDE,SD
51,EICOSADIENIC-ACID,SD
51,EICOSENOIC-ACID,SD
51,EO,PL
51,EO,RT
51,EO,SD
51,ERUCIC-ACID,SD
51,FAT,SD
51,FERULOYL-CHOLINE,SD
51,FERULOYL-ISOCHOLINE,SD
51,GLYCEROL,PL
51,GLYCOLIC-ACID-OXIDASE,PL
51,ISOTHIOCYANATES,EO
51,LINOLEIC-ACID,SD
51,LINOLENIC-ACID,SD
51,MYROSIN,PL
51,OLEIC-ACID,PL
51,PALMITIC-ACID,PL
51,PROP-2-ENYL-ISOTHIOCYANATE,PL
51,PROTEIN,SD
51,SAPONARIN,PL
51,SINAPIC-ACID,SD
51,SINAPIC-ACID-O-BETA-D-GLUCOPYRANOSIDE,SD
51,SINAPINE,SD
51,SINAPINE-O-BETA-D-GLUCOPYRANOSIDE,SD
51,SINIGRIN,PL
51,SQUALENE,PL
51,STEARIC-ACID,SD
51,TETRACOSADIENOIC-ACID,SD
52,1-O-CAFFEOYL-BETA-D-GLUCOSE,PL
52,"3,4-DIMETHYL-2,5-DIOXO-2,5-DIHYDROTHIOPHENE",PL
52,"3,5-DIALKYLTRITHIOLANES",PL
52,4-HYDROXY-PROLINE,PL
52,ACETYL-SYNTHETASE,PL
52,ADENYLIC-ACID,PL
52,ALANINE,PL
52,ALCOHOL-DEHYDROGENASE,PL
52,ALLIIN,PL
52,ALLITHIAMINE,PL
52,ALLYL,PL
52,ALLYL-MONOSULFIDE,PL
52,ALLYL-SULFIDE,PL
52,ALPHA-TOCOPHEROL,PL
52,ALUMINUM-PHOSPHATE,PL
52,ARGINASE,PL
52,ARGININE,PL
52,ASCORBIC-ACID,FL
52,ASCORBIC-ACID,LF
52,ASCORBIC-ACID,RT
52,ASCORBIC-ACID-OXIDASE,PL
52,ASH,FL
52,ASH,LF
52,ASH,RT
52,ASPARAGINE,PL
52,ASPARTIC-ACID,PL
52,BETA-CAROTENE,FL
52,BETA-CAROTENE,LF
52,BETA-CAROTENE,RT
52,BETA-SITOSTEROL,PL
52,BUTYL-SULFIDE,PL
52,CAFFEIC-ACID,PL
52,CALCIUM,FL
52,CALCIUM,LF
52,CALCIUM,RT
52,CARBOHYDRATES,FL
52,CARBOHYDRATES,LF
52,CARBOHYDRATES,RT
52,CATALASE,PL
52,CELLULOSE,PL
52,CHLOROGENIC-ACID,PL
